date,full_name,company_code,abbreviation,report_date,report_type
2021-04-12,江苏日久光电股份有限公司,003015,日久光电,2020年,年度报告
2022-04-18,德马科技集团股份有限公司,688360,德马科技,2021年,年度报告
2020-11-25,上海富控互动娱乐股份有限公司,600634,富控互动,2019年,年度报告
2021-04-20,深信服科技股份有限公司,300454,深信服,2020年,年度报告
2020-04-29,国美通讯设备股份有限公司,600898,国美通讯,2019年,年度报告
2020-03-17,宁波海天精工股份有限公司,601882,海天精工,2019年,年度报告
2022-04-12,北京合康新能科技股份有限公司,300048,合康新能,2021年,年度报告
2021-04-21,融捷健康科技股份有限公司,300247,融捷健康,2020年,年度报告
2021-04-28,福建永福电力设计股份有限公司,300712,永福股份,2020年,年度报告
2022-03-22,青岛达能环保设备股份有限公司,688501,青达环保,2021年,年度报告
2021-03-12,重庆市迪马实业股份有限公司,600565,迪马股份,2020年,年度报告
2021-04-28,华鹏飞股份有限公司,300350,华鹏飞,2020年,年度报告
2022-04-29,北京数知科技股份有限公司,300038,数知科技,2021年,年度报告
2020-07-21,杭州天目山药业股份有限公司,600671,天目药业,2019年,年度报告
2020-04-10,贵州泰永长征技术股份有限公司,002927,泰永长征,2019年,年度报告
2021-04-29,中顺洁柔纸业股份有限公司,002511,中顺洁柔,2020年,年度报告
2021-04-28,中曼石油天然气集团股份有限公司,603619,中曼石油,2020年,年度报告
2022-04-30,广东文化长城集团股份有限公司,300089,文化长城,2021年,年度报告
2022-02-28,湖南松井新材料股份有限公司,688157,松井股份,2021年,年度报告
2021-04-16,浙江大元泵业股份有限公司,603757,大元泵业,2020年,年度报告
2022-04-22,四川安控科技股份有限公司,300370,安控科技,2021年,年度报告
2021-06-16,深圳市皇庭国际企业股份有限公司,200056,皇庭国际,2020年,年度报告
2021-03-18,云南恩捷新材料股份有限公司,002812,恩捷股份,2020年,年度报告
2022-04-08,浙江美大实业股份有限公司,002677,浙江美大,2021年,年度报告
2021-11-26,华油惠博普科技股份有限公司,002554,惠博普,2020年,年度报告
2020-06-03,引力传媒股份有限公司,603598,引力传媒,2019年,年度报告
2020-04-15,中矿资源集团股份有限公司,002738,中矿资源,2019年,年度报告
2022-03-31,深圳信测标准技术服务股份有限公司,300938,信测标准,2021年,年度报告
2022-04-29,中国卫通集团股份有限公司,601698,中国卫通,2021年,年度报告
2022-04-29,维信诺科技股份有限公司,002387,维信诺,2021年,年度报告
2021-04-28,江苏丽岛新材料股份有限公司,603937,丽岛新材,2020年,年度报告
2020-04-01,上海市天宸股份有限公司,600620,天宸股份,2019年,年度报告
2022-08-27,贵州省交通规划勘察设计研究院股份有限公司,603458,勘设股份,2021年,年度报告
2020-04-23,湖北回天新材料股份有限公司,300041,回天新材,2019年,年度报告
2020-03-26,陕西黑猫焦化股份有限公司,601015,陕西黑猫,2019年,年度报告
2022-03-19,招商银行股份有限公司,600036,招商银行,2021年,年度报告
2020-04-20,杰克科技股份有限公司,603337,杰克股份,2019年,年度报告
2022-03-19,浙江华正新材料股份有限公司,603186,华正新材,2021年,年度报告
2020-04-15,江西国泰集团股份有限公司,603977,国泰集团,2019年,年度报告
2020-04-15,成都市新筑路桥机械股份有限公司,002480,新筑股份,2019年,年度报告
2021-03-18,北方导航控制技术股份有限公司,600435,北方导航,2020年,年度报告
2020-04-28,成都利君实业股份有限公司,002651,利君股份,2019年,年度报告
2021-04-08,厦门象屿股份有限公司,600057,厦门象屿,2020年,年度报告
2022-04-28,思进智能成形装备股份有限公司,003025,思进智能,2021年,年度报告
2022-04-11,华润化学材料科技股份有限公司,301090,华润材料,2021年,年度报告
2020-04-30,金融街控股股份有限公司,000402,金融街,2019年,年度报告
2021-03-20,大连热电股份有限公司,600719,大连热电,2020年,年度报告
2022-04-26,正元地理信息集团股份有限公司,688509,正元地信,2021年,年度报告
2020-04-21,亿晶光电科技股份有限公司,600537,亿晶光电,2019年,年度报告
2022-04-28,广汇汽车服务集团股份公司,600297,广汇汽车,2021年,年度报告
2022-03-28,安徽众源新材料股份有限公司,603527,众源新材,2021年,年度报告
2021-04-28,深圳市宝鹰建设控股集团股份有限公司,002047,宝鹰股份,2020年,年度报告
2022-04-26,珠海安联锐视科技股份有限公司,301042,安联锐视,2021年,年度报告
2022-07-09,江苏新泉汽车饰件股份有限公司,603179,新泉股份,2021年,年度报告
2020-04-28,浙江双环传动机械股份有限公司,002472,双环传动,2019年,年度报告
2021-03-23,东莞市华立实业股份有限公司,603038,华立股份,2020年,年度报告
2021-07-10,洛阳建龙微纳新材料股份有限公司,688357,建龙微纳,2020年,年度报告
2021-04-27,福建福能股份有限公司,600483,福能股份,2020年,年度报告
2021-04-24,上海剑桥科技股份有限公司,603083,剑桥科技,2020年,年度报告
2021-04-13,新兴铸管股份有限公司,000778,新兴铸管,2020年,年度报告
2020-04-23,通源石油科技集团股份有限公司,300164,通源石油,2019年,年度报告
2022-03-30,北京铁科首钢轨道技术股份有限公司,688569,铁科轨道,2021年,年度报告
2022-04-29,深圳市芭田生态工程股份有限公司,002170,芭田股份,2021年,年度报告
2021-04-13,上海宝信软件股份有限公司,600845,宝信软件,2020年,年度报告
2022-04-23,安徽山河药用辅料股份有限公司,300452,山河药辅,2021年,年度报告
2021-04-09,重庆路桥股份有限公司,600106,重庆路桥,2020年,年度报告
2021-04-27,深圳市盛弘电气股份有限公司,300693,盛弘股份,2020年,年度报告
2020-04-28,中源家居股份有限公司,603709,中源家居,2019年,年度报告
2021-04-28,重庆华森制药股份有限公司,002907,华森制药,2020年,年度报告
2021-04-28,光启技术股份有限公司,002625,光启技术,2020年,年度报告
2022-04-30,浙江华媒控股股份有限公司,000607,华媒控股,2021年,年度报告
2022-03-28,广东富信科技股份有限公司,688662,富信科技,2021年,年度报告
2020-04-30,上海翔港包装科技股份有限公司,603499,翔港科技,2019年,年度报告
2020-03-25,经纬纺织机械股份有限公司,000666,经纬纺机,2019年,年度报告
2020-04-17,有研新材料股份有限公司,600206,有研新材,2019年,年度报告
2022-04-21,南通海星电子股份有限公司,603115,海星股份,2021年,年度报告
2021-04-26,立中四通轻合金集团股份有限公司,300428,立中集团,2020年,年度报告
2022-04-28,厦门安妮股份有限公司,002235,安妮股份,2021年,年度报告
2022-04-28,青岛天能重工股份有限公司,300569,天能重工,2021年,年度报告
2022-04-27,北京九强生物技术股份有限公司,300406,九强生物,2021年,年度报告
2022-04-30,青岛康普顿科技股份有限公司,603798,康普顿,2021年,年度报告
2020-04-29,上海柘中集团股份有限公司,002346,柘中股份,2019年,年度报告
2022-06-16,深圳清溢光电股份有限公司,688138,清溢光电,2021年,年度报告
2020-04-18,甘肃国芳工贸集团股份有限公司,601086,国芳集团,2019年,年度报告
2020-04-28,深圳康泰生物制品股份有限公司,300601,康泰生物,2019年,年度报告
2022-04-20,四川九洲电器股份有限公司,000801,四川九洲,2021年,年度报告
2020-04-29,国网英大股份有限公司,600517,国网英大,2019年,年度报告
2022-03-10,洛阳建龙微纳新材料股份有限公司,688357,建龙微纳,2021年,年度报告
2022-04-29,北方联合出版传媒集团股份有限公司,601999,出版传媒,2021年,年度报告
2021-06-22,国旅文化投资集团股份有限公司,600358,国旅文化,2020年,年度报告
2021-04-26,杭州顺网科技股份有限公司,300113,顺网科技,2020年,年度报告
2020-03-23,苏州晶方半导体科技股份有限公司,603005,晶方科技,2019年,年度报告
2021-04-23,深圳市卫光生物制品股份有限公司,002880,卫光生物,2020年,年度报告
2022-04-08,厦门东亚机械工业股份有限公司,301028,东亚机械,2021年,年度报告
2021-05-29,深圳市有方科技股份有限公司,688159,有方科技,2020年,年度报告
2021-04-27,北京数字政通科技股份有限公司,300075,数字政通,2020年,年度报告
2021-04-23,上海三友医疗器械股份有限公司,688085,三友医疗,2020年,年度报告
2020-04-24,浙江梅轮电梯股份有限公司,603321,梅轮电梯,2019年,年度报告
2022-04-30,广东潮宏基实业股份有限公司,002345,潮宏基,2021年,年度报告
2020-04-11,金堆城钼业股份有限公司,601958,金钼股份,2019年,年度报告
2020-03-05,海南海峡航运股份有限公司,002320,海峡股份,2019年,年度报告
2021-04-23,安徽安孚电池科技股份有限公司,603031,安孚科技,2020年,年度报告
2022-04-23,杭州沪宁电梯部件股份有限公司,300669,沪宁股份,2021年,年度报告
2022-04-29,凯龙高科技股份有限公司,300912,凯龙高科,2021年,年度报告
2022-04-28,太原重工股份有限公司,600169,太原重工,2021年,年度报告
2020-04-21,南通江山农药化工股份有限公司,600389,江山股份,2019年,年度报告
2021-04-28,苏州瑞玛精密工业股份有限公司,002976,瑞玛精密,2020年,年度报告
2021-04-16,青岛国林科技集团股份有限公司,300786,国林科技,2020年,年度报告
2021-04-08,明新旭腾新材料股份有限公司,605068,明新旭腾,2020年,年度报告
2021-04-28,雪龙集团股份有限公司,603949,雪龙集团,2020年,年度报告
2022-04-23,常州千红生化制药股份有限公司,002550,千红制药,2021年,年度报告
2021-04-28,中国医药健康产业股份有限公司,600056,中国医药,2020年,年度报告
2020-04-28,广东长青集团股份有限公司,002616,长青集团,2019年,年度报告
2021-04-23,上海荣泰健康科技股份有限公司,603579,荣泰健康,2020年,年度报告
2020-04-28,中粮糖业控股股份有限公司,600737,中粮糖业,2019年,年度报告
2022-04-23,万马科技股份有限公司,300698,万马科技,2021年,年度报告
2020-04-28,广东华锋新能源科技股份有限公司,002806,华锋股份,2019年,年度报告
2020-04-28,宁夏东方钽业股份有限公司,000962,东方钽业,2019年,年度报告
2021-04-28,中国科技出版传媒股份有限公司,601858,中国科传,2020年,年度报告
2022-04-29,北京动力源科技股份有限公司,600405,动力源,2021年,年度报告
2022-04-26,浙江哈尔斯真空器皿股份有限公司,002615,哈尔斯,2021年,年度报告
2021-04-28,北京值得买科技股份有限公司,300785,值得买,2020年,年度报告
2021-04-19,锦州神工半导体股份有限公司,688233,神工股份,2020年,年度报告
2021-04-29,天融信科技集团股份有限公司,002212,天融信,2020年,年度报告
2022-04-28,上海雅仕投资发展股份有限公司,603329,上海雅仕,2021年,年度报告
2021-03-25,海思科医药集团股份有限公司,002653,海思科,2020年,年度报告
2022-04-28,江西国光商业连锁股份有限公司,605188,国光连锁,2021年,年度报告
2021-03-19,罗顿发展股份有限公司,600209,罗顿发展,2020年,年度报告
2022-04-29,雅本化学股份有限公司,300261,雅本化学,2021年,年度报告
2020-04-28,天地科技股份有限公司,600582,天地科技,2019年,年度报告
2022-03-29,金富科技股份有限公司,003018,金富科技,2021年,年度报告
2022-04-26,哈焊所华通常州焊业股份有限公司,301137,哈焊华通,2021年,年度报告
2020-03-31,上海大众公用事业集团股份有限公司,600635,大众公用,2019年,年度报告
2021-04-14,杭州前进齿轮箱集团股份有限公司,601177,杭齿前进,2020年,年度报告
2021-04-24,江苏国泰国际集团股份有限公司,002091,江苏国泰,2020年,年度报告
2021-03-31,海尔智家股份有限公司,600690,海尔智家,2020年,年度报告
2021-04-29,江苏海鸥冷却塔股份有限公司,603269,海鸥股份,2020年,年度报告
2022-04-30,湖南梦洁家纺股份有限公司,002397,梦洁股份,2021年,年度报告
2022-03-24,北京康斯特仪表科技股份有限公司,300445,康斯特,2021年,年度报告
2022-04-29,分众传媒信息技术股份有限公司,002027,分众传媒,2021年,年度报告
2022-04-26,中山大洋电机股份有限公司,002249,大洋电机,2021年,年度报告
2021-04-24,上海银行股份有限公司,601229,上海银行,2020年,年度报告
2022-04-15,广汇能源股份有限公司,600256,广汇能源,2021年,年度报告
2022-04-28,深圳市金百泽电子科技股份有限公司,301041,金百泽,2021年,年度报告
2021-03-31,深圳天源迪科信息技术股份有限公司,300047,天源迪科,2020年,年度报告
2022-04-29,河北衡水老白干酒业股份有限公司,600559,老白干酒,2021年,年度报告
2022-04-12,苏美达股份有限公司,600710,苏美达,2021年,年度报告
2021-04-30,中国第一重型机械股份公司,601106,中国一重,2020年,年度报告
2021-03-31,浙江新澳纺织股份有限公司,603889,新澳股份,2020年,年度报告
2021-04-14,厦门厦工机械股份有限公司,600815,厦工股份,2020年,年度报告
2022-04-21,天地科技股份有限公司,600582,天地科技,2021年,年度报告
2022-04-29,北京华胜天成科技股份有限公司,600410,华胜天成,2021年,年度报告
2022-03-23,湖南湘佳牧业股份有限公司,002982,湘佳股份,2021年,年度报告
2020-04-29,广东雪莱特光电科技股份有限公司,002076,雪莱特,2019年,年度报告
2020-04-18,香溢融通控股集团股份有限公司,600830,香溢融通,2019年,年度报告
2022-03-30,广西丰林木业集团股份有限公司,601996,丰林集团,2021年,年度报告
2020-04-23,广东拓斯达科技股份有限公司,300607,拓斯达,2019年,年度报告
2022-06-09,西王食品股份有限公司,000639,西王食品,2021年,年度报告
2020-04-22,贵研铂业股份有限公司,600459,贵研铂业,2019年,年度报告
2020-04-27,新疆准东石油技术股份有限公司,002207,准油股份,2019年,年度报告
2020-04-25,杭州炬华科技股份有限公司,300360,炬华科技,2019年,年度报告
2021-05-20,广州中海达卫星导航技术股份有限公司,300177,中海达,2020年,年度报告
2020-05-09,广东美联新材料股份有限公司,300586,美联新材,2019年,年度报告
2020-04-18,四川西昌电力股份有限公司,600505,西昌电力,2019年,年度报告
2022-04-01,上海开创国际海洋资源股份有限公司,600097,开创国际,2021年,年度报告
2022-03-17,河南安彩高科股份有限公司,600207,安彩高科,2021年,年度报告
2020-04-11,深圳市长盈精密技术股份有限公司,300115,长盈精密,2019年,年度报告
2022-04-28,合盛硅业股份有限公司,603260,合盛硅业,2021年,年度报告
2022-04-09,海南神农科技股份有限公司,300189,神农科技,2021年,年度报告
2021-04-15,广州发展集团股份有限公司,600098,广州发展,2020年,年度报告
2022-04-29,上海海得控制系统股份有限公司,002184,海得控制,2021年,年度报告
2020-04-21,招商局蛇口工业区控股股份有限公司,001979,招商蛇口,2019年,年度报告
2022-04-23,湖南天雁机械股份有限公司,900946,湖南天雁,2021年,年度报告
2022-04-29,中房置业股份有限公司,600890,中房股份,2021年,年度报告
2021-03-30,中国国际海运集装箱集团股份有限公司,000039,中集集团,2020年,年度报告
2022-04-30,物产中大金轮蓝海股份有限公司,002722,物产金轮,2021年,年度报告
2022-04-15,无锡奥特维科技股份有限公司,688516,奥特维,2021年,年度报告
2020-04-21,南方中金环境股份有限公司,300145,中金环境,2019年,年度报告
2022-04-26,北京京能电力股份有限公司,600578,京能电力,2021年,年度报告
2021-04-23,国电南瑞科技股份有限公司,600406,国电南瑞,2020年,年度报告
2021-04-27,上海凯众材料科技股份有限公司,603037,凯众股份,2020年,年度报告
2021-04-29,潍坊亚星化学股份有限公司,600319,亚星化学,2020年,年度报告
2022-03-31,浙江伟星新型建材股份有限公司,002372,伟星新材,2021年,年度报告
2021-03-16,昆药集团股份有限公司,600422,昆药集团,2020年,年度报告
2022-03-09,广东锦龙发展股份有限公司,000712,锦龙股份,2021年,年度报告
2020-03-20,唐山三孚硅业股份有限公司,603938,三孚股份,2019年,年度报告
2022-02-28,东鹏饮料集团股份有限公司,605499,东鹏饮料,2021年,年度报告
2020-04-25,安徽荃银高科种业股份有限公司,300087,荃银高科,2019年,年度报告
2021-04-27,凌云工业股份有限公司,600480,凌云股份,2020年,年度报告
2022-04-16,成都燃气集团股份有限公司,603053,成都燃气,2021年,年度报告
2022-04-16,深圳市天健集团股份有限公司,000090,天健集团,2021年,年度报告
2021-04-27,南通星球石墨股份有限公司,688633,星球石墨,2020年,年度报告
2020-06-20,贵人鸟股份有限公司,603555,贵人鸟,2019年,年度报告
2021-04-23,深圳万润科技股份有限公司,002654,万润科技,2020年,年度报告
2020-04-25,京能置业股份有限公司,600791,京能置业,2019年,年度报告
2021-04-29,隆华科技集团洛阳股份有限公司,300263,隆华科技,2020年,年度报告
2020-04-17,会稽山绍兴酒股份有限公司,601579,会稽山,2019年,年度报告
2020-04-25,哈尔滨哈投投资股份有限公司,600864,哈投股份,2019年,年度报告
2021-03-27,江西万年青水泥股份有限公司,000789,万年青,2020年,年度报告
2020-04-27,河南清水源科技股份有限公司,300437,清水源,2019年,年度报告
2020-04-18,浪潮电子信息产业股份有限公司,000977,浪潮信息,2019年,年度报告
2022-03-31,新亚强硅化学股份有限公司,603155,新亚强,2021年,年度报告
2021-05-19,首航高科能源技术股份有限公司,002665,首航高科,2020年,年度报告
2020-06-29,万方城镇投资发展股份有限公司,000638,万方发展,2019年,年度报告
2022-04-25,江苏浩欧博生物医药股份有限公司,688656,浩欧博,2021年,年度报告
2020-03-28,江苏春兰制冷设备股份有限公司,600854,春兰股份,2019年,年度报告
2021-04-23,宏润建设集团股份有限公司,002062,宏润建设,2020年,年度报告
2022-04-30,实丰文化发展股份有限公司,002862,实丰文化,2021年,年度报告
2022-03-26,苏州固锝电子股份有限公司,002079,苏州固锝,2021年,年度报告
2020-04-23,苏州恒铭达电子科技股份有限公司,002947,恒铭达,2019年,年度报告
2021-04-29,中科创达软件股份有限公司,300496,中科创达,2020年,年度报告
2022-03-23,云南贝泰妮生物科技集团股份有限公司,300957,贝泰妮,2021年,年度报告
2020-08-18,恺英网络股份有限公司,002517,恺英网络,2019年,年度报告
2020-04-21,南京科远智慧科技集团股份有限公司,002380,科远智慧,2019年,年度报告
2022-04-11,常熟市天银机电股份有限公司,300342,天银机电,2021年,年度报告
2022-04-29,上海申达股份有限公司,600626,申达股份,2021年,年度报告
2021-03-23,广东风华高新科技股份有限公司,000636,风华高科,2020年,年度报告
2021-04-29,上海新文化传媒集团股份有限公司,300336,新文化,2020年,年度报告
2020-04-29,深圳金信诺高新技术股份有限公司,300252,金信诺,2019年,年度报告
2022-03-26,广州集泰化工股份有限公司,002909,集泰股份,2021年,年度报告
2020-04-28,奥佳华智能健康科技集团股份有限公司,002614,奥佳华,2019年,年度报告
2020-04-28,北京蓝色光标数据科技股份有限公司,300058,蓝色光标,2019年,年度报告
2022-03-31,广东省广告集团股份有限公司,002400,省广集团,2021年,年度报告
2021-03-30,浙江中控技术股份有限公司,688777,中控技术,2020年,年度报告
2020-04-02,国金证券股份有限公司,600109,国金证券,2019年,年度报告
2022-03-19,中国巨石股份有限公司,600176,中国巨石,2021年,年度报告
2021-03-11,上海柏楚电子科技股份有限公司,688188,柏楚电子,2020年,年度报告
2022-04-28,江苏诺泰澳赛诺生物制药股份有限公司,688076,诺泰生物,2021年,年度报告
2022-04-23,网宿科技股份有限公司,300017,网宿科技,2021年,年度报告
2022-04-30,航天晨光股份有限公司,600501,航天晨光,2021年,年度报告
2022-06-25,龙星化工股份有限公司,002442,龙星化工,2021年,年度报告
2022-04-20,上海阿拉丁生化科技股份有限公司,688179,阿拉丁,2021年,年度报告
2022-04-25,深圳市金奥博科技股份有限公司,002917,金奥博,2021年,年度报告
2022-04-29,西藏矿业发展股份有限公司,000762,西藏矿业,2021年,年度报告
2022-03-31,广东松炀再生资源股份有限公司,603863,松炀资源,2021年,年度报告
2021-04-13,海航科技股份有限公司,600751,海航科技,2020年,年度报告
2021-04-29,上海信联信息发展股份有限公司,300469,信息发展,2020年,年度报告
2021-03-16,上海新动力汽车科技股份有限公司,600841,动力新科,2020年,年度报告
2021-04-29,能科科技股份有限公司,603859,能科科技,2020年,年度报告
2021-03-31,佛山市海天调味食品股份有限公司,603288,海天味业,2020年,年度报告
2020-03-18,广西东方智造科技股份有限公司,002175,东方智造,2019年,年度报告
2020-04-29,百奥泰生物制药股份有限公司,688177,百奥泰,2019年,年度报告
2022-03-29,安徽皖通高速公路股份有限公司,600012,皖通高速,2021年,年度报告
2022-04-29,华域汽车系统股份有限公司,600741,华域汽车,2021年,年度报告
2022-04-29,贵州省广播电视信息网络股份有限公司,600996,贵广网络,2021年,年度报告
2020-04-23,中原证券股份有限公司,601375,中原证券,2019年,年度报告
2020-04-28,内蒙古福瑞医疗科技股份有限公司,300049,福瑞股份,2019年,年度报告
2022-03-31,吉林吉大通信设计院股份有限公司,300597,吉大通信,2021年,年度报告
2020-04-30,杭州银行股份有限公司,600926,杭州银行,2019年,年度报告
2020-04-21,北京信威科技集团股份有限公司,600485,信威集团,2019年,年度报告
2021-04-28,成都运达科技股份有限公司,300440,运达科技,2020年,年度报告
2020-04-25,盛和资源控股股份有限公司,600392,盛和资源,2019年,年度报告
2021-04-22,中船重工汉光科技股份有限公司,300847,中船汉光,2020年,年度报告
2022-04-13,深圳世联行集团股份有限公司,002285,世联行,2021年,年度报告
2022-04-27,金龙羽集团股份有限公司,002882,金龙羽,2021年,年度报告
2020-04-30,厦门国贸集团股份有限公司,600755,厦门国贸,2019年,年度报告
2022-04-20,君禾泵业股份有限公司,603617,君禾股份,2021年,年度报告
2022-03-18,爱柯迪股份有限公司,600933,爱柯迪,2021年,年度报告
2020-04-16,江西新余国科科技股份有限公司,300722,新余国科,2019年,年度报告
2020-04-18,重庆梅安森科技股份有限公司,300275,梅安森,2019年,年度报告
2022-04-19,新兴铸管股份有限公司,000778,新兴铸管,2021年,年度报告
2021-04-27,安徽铜峰电子股份有限公司,600237,铜峰电子,2020年,年度报告
2020-03-27,中国国际海运集装箱集团股份有限公司,000039,中集集团,2019年,年度报告
2020-04-29,北京浩丰创源科技股份有限公司,300419,浩丰科技,2019年,年度报告
2021-04-24,扬州晨化新材料股份有限公司,300610,晨化股份,2020年,年度报告
2022-04-02,中国石油集团资本股份有限公司,000617,中油资本,2021年,年度报告
2020-04-24,三一重工股份有限公司,600031,三一重工,2019年,年度报告
2020-03-28,绿色动力环保集团股份有限公司,601330,绿色动力,2019年,年度报告
2021-04-26,北京利德曼生化股份有限公司,300289,利德曼,2020年,年度报告
2022-03-31,桂林旅游股份有限公司,000978,桂林旅游,2021年,年度报告
2020-03-20,永兴特种材料科技股份有限公司,002756,永兴材料,2019年,年度报告
